module,unit,knot_index,grad_norm
net.1,42,18,0.0
net.1,42,19,0.0
net.1,42,20,0.0
net.1,43,0,0.0009026044135680422
net.1,43,1,0.00022909576546226162
net.1,43,2,0.0001582031327416189
net.1,43,3,0.00012404818698996678
net.1,43,4,0.00012619724293472245
net.1,43,5,0.00023489604427595623
net.1,43,6,0.0002884520017687464
net.1,43,7,0.0003056285522688995
net.1,43,8,0.00043656634079525247
net.1,43,9,0.00019155520203639753
net.1,43,10,0.0001798550601961324
net.1,43,11,0.00010338948413846083
net.1,43,12,8.364802715732367e-05
net.1,43,13,3.901006266460172e-05
net.1,43,14,9.296347661802429e-05
net.1,43,15,0.00014551244385074824
net.1,43,16,0.00030046056235732976
net.1,43,17,0.00015531328244833276
net.1,43,18,4.858865025880732e-06
net.1,43,19,0.0
net.1,43,20,0.0
net.1,44,0,0.0
net.1,44,1,7.81571668539982e-06
net.1,44,2,9.049656364368275e-05
net.1,44,3,0.00011557527614058927
net.1,44,4,0.00015204328246909427
net.1,44,5,0.00011348405860189814
net.1,44,6,9.220035917678615e-05
net.1,44,7,5.5759035149094416e-05
net.1,44,8,3.369065643710201e-05
net.1,44,9,5.25707405358844e-05
net.1,44,10,4.8205654820776545e-05
net.1,44,11,6.396230219252175e-05
net.1,44,12,1.7519838138468913e-05
net.1,44,13,1.812856066862878e-05
net.1,44,14,0.0
net.1,44,15,0.0
net.1,44,16,0.0
net.1,44,17,0.0
net.1,44,18,0.0
net.1,44,19,0.0
net.1,44,20,0.0
net.1,45,0,0.0
net.1,45,1,0.0
net.1,45,2,0.0
net.1,45,3,1.8786926318625774e-05
net.1,45,4,0.0003767511789192213
net.1,45,5,7.870318313507596e-05
net.1,45,6,0.00010298227016392048
net.1,45,7,0.0002702884494283353
net.1,45,8,0.000690428823872935
net.1,45,9,0.0006029664073139429
net.1,45,10,0.0003698284417623654
net.1,45,11,0.0005906959268031642
net.1,45,12,0.0009712698083603755
net.1,45,13,1.9133722958031285e-05
net.1,45,14,0.0
net.1,45,15,0.0
net.1,45,16,0.0
net.1,45,17,0.0
net.1,45,18,0.0
net.1,45,19,0.0
net.1,45,20,0.0
net.1,46,0,0.0
net.1,46,1,0.0
net.1,46,2,0.0
net.1,46,3,0.0
net.1,46,4,0.0
net.1,46,5,0.0
net.1,46,6,0.0
net.1,46,7,5.957264784228755e-05
net.1,46,8,0.000761203482397832
net.1,46,9,0.00045220975152915344
net.1,46,10,0.0002850453893188387
net.1,46,11,0.000231164329306921
net.1,46,12,0.00032242350971500855
net.1,46,13,0.0003846595391223673
net.1,46,14,0.00019564724971132819
net.1,46,15,4.0744700527284294e-05
net.1,46,16,8.888128104445059e-05
net.1,46,17,0.00011986596564383944
net.1,46,18,0.00020262921634639497
net.1,46,19,0.00023197997370516532
net.1,46,20,0.0
net.1,47,0,0.0
net.1,47,1,0.0
net.1,47,2,0.0
net.1,47,3,0.0
net.1,47,4,0.0
net.1,47,5,0.0
net.1,47,6,0.0
net.1,47,7,0.0
net.1,47,8,1.9073305566053023e-06
net.1,47,9,0.0016421295003965497
net.1,47,10,0.0016931802674662322
net.1,47,11,0.0007093137992342236
net.1,47,12,0.0006045412010280415
net.1,47,13,4.122442828702333e-05
net.1,47,14,0.0
net.1,47,15,0.0
net.1,47,16,0.0
net.1,47,17,0.0
net.1,47,18,0.0
net.1,47,19,0.0
net.1,47,20,0.0
net.1,48,0,0.0
net.1,48,1,0.0
net.1,48,2,0.0
net.1,48,3,0.0
net.1,48,4,0.0
net.1,48,5,1.5068618353097918e-08
net.1,48,6,0.0009003394661704078
net.1,48,7,0.0009456871921429411
net.1,48,8,0.00047829885443206877
net.1,48,9,0.0004360488019301556
net.1,48,10,0.0006861695292172953
net.1,48,11,0.0008659555751364678
net.1,48,12,0.0003816297848970862
net.1,48,13,0.00017475012373324716
net.1,48,14,0.00019816611165879294
net.1,48,15,0.00019754887762246653
net.1,48,16,0.00043514185472304234
net.1,48,17,3.6197359527534445e-06
net.1,48,18,0.0
net.1,48,19,0.0
net.1,48,20,0.0
net.1,49,0,2.932459040039248e-07
net.1,49,1,0.00011116195423710451
net.1,49,2,9.793043773242971e-05
net.1,49,3,0.00010255884626531042
net.1,49,4,0.000100724280855502
net.1,49,5,0.00012092720817236113
net.1,49,6,0.0002648580975801451
net.1,49,7,0.0005540194251807407
net.1,49,8,0.0005158810236025602
net.1,49,9,0.00038815780499135144
net.1,49,10,0.00021027430739195552
net.1,49,11,0.00023845902251196094
net.1,49,12,0.00046902644680812955
net.1,49,13,0.00030546513880835846
net.1,49,14,0.0
net.1,49,15,0.0
net.1,49,16,0.0
net.1,49,17,0.0
net.1,49,18,0.0
net.1,49,19,0.0
net.1,49,20,0.0
net.1,50,0,0.0006372209991241107
net.1,50,1,0.0001683136015344644
net.1,50,2,2.3303553916775854e-05
net.1,50,3,6.871350706205703e-05
net.1,50,4,6.7212684371043e-05
net.1,50,5,0.00017023902546497993
net.1,50,6,0.0001305715377384331
net.1,50,7,0.0002379370380367618
net.1,50,8,0.0003227442684874404
net.1,50,9,0.00019829161419693264
net.1,50,10,0.00016930237597989617
net.1,50,11,0.0001454107218705758
net.1,50,12,0.00010729574569268152
net.1,50,13,0.00014701389090987504
net.1,50,14,0.000214320098166354
net.1,50,15,0.00019657470693346113
net.1,50,16,0.0003928911355615128
net.1,50,17,0.0006979543395573273
net.1,50,18,0.0006709615554427728
net.1,50,19,3.713710054853436e-05
net.1,50,20,0.0
net.1,51,0,0.0
net.1,51,1,0.0
net.1,51,2,0.0
net.1,51,3,0.0
net.1,51,4,0.0
net.1,51,5,7.2597262715135e-05
net.1,51,6,3.073992570534756e-05
net.1,51,7,6.792753947593155e-05
net.1,51,8,0.00019774876000155928
net.1,51,9,0.0004561206187645439
net.1,51,10,0.0003390934616618324
net.1,51,11,0.00010295223910361528
net.1,51,12,0.00023706560023128986
net.1,51,13,0.0001096037813113071
net.1,51,14,0.0
net.1,51,15,0.0
net.1,51,16,0.0
net.1,51,17,0.0
net.1,51,18,0.0
net.1,51,19,0.0
net.1,51,20,0.0
net.1,52,0,0.0
net.1,52,1,0.0
net.1,52,2,3.3959714720310785e-06
net.1,52,3,0.00023205080196930794
net.1,52,4,0.0003192468439010554
net.1,52,5,0.00017949377797776833
net.1,52,6,0.00013076090726826806
net.1,52,7,6.767166905774502e-05
net.1,52,8,6.777740327379433e-05
net.1,52,9,0.0001892053342089639
net.1,52,10,0.0003026367821803433
net.1,52,11,0.00035156508783984464
net.1,52,12,0.0003120191249763593
net.1,52,13,0.00022274855473369826
net.1,52,14,0.0001495833298577054
net.1,52,15,0.00021797574299853295
net.1,52,16,0.0002857149393094005
net.1,52,17,0.0007520729777752422
net.1,52,18,0.0005424501723609865
net.1,52,19,0.0
net.1,52,20,0.0
net.1,53,0,0.0001586511771165533
net.1,53,1,1.444406029804668e-05
net.1,53,2,2.8980091428820742e-05
net.1,53,3,9.207279339307206e-05
net.1,53,4,0.00024794715136522427
net.1,53,5,0.00037559694465016946
net.1,53,6,0.0004261604444764089
net.1,53,7,0.0004960172591381706
net.1,53,8,0.00022357358830049634
net.1,53,9,0.00017972967725654598
net.1,53,10,0.0001521560016044532
net.1,53,11,4.7976465793908574e-05
net.1,53,12,3.476475603747531e-05
net.1,53,13,1.8010300664172973e-05
net.1,53,14,7.179100384746562e-05
net.1,53,15,5.802385703645996e-05
net.1,53,16,1.9359845495614536e-06
net.1,53,17,0.0
net.1,53,18,0.0
net.1,53,19,0.0
net.1,53,20,0.0
net.1,54,0,0.0
net.1,54,1,0.0
net.1,54,2,0.0
net.1,54,3,0.0
net.1,54,4,0.0
net.1,54,5,7.858247226977255e-05
net.1,54,6,0.0015929346263874322
net.1,54,7,0.001128983567468822
net.1,54,8,0.0011735500884242356
net.1,54,9,0.0005477470494952286
net.1,54,10,0.0003428308955335524
net.1,54,11,0.00048436540600960143
net.1,54,12,5.524239441001555e-05
net.1,54,13,0.0
net.1,54,14,0.0
net.1,54,15,0.0
net.1,54,16,0.0
net.1,54,17,0.0
net.1,54,18,0.0
net.1,54,19,0.0
net.1,54,20,0.0
net.1,55,0,0.0
net.1,55,1,0.0
net.1,55,2,0.0
net.1,55,3,1.302537860681241e-05
net.1,55,4,0.0013814541598549113
net.1,55,5,0.001081222711945884
net.1,55,6,0.0005109597623231821
net.1,55,7,0.0005793952295789495
net.1,55,8,0.0005603912868537009
net.1,55,9,0.00015760735914227553
net.1,55,10,0.00022897134476806968
net.1,55,11,0.00021028260107414098
net.1,55,12,0.0005286787773002288
net.1,55,13,2.833193567752801e-06
net.1,55,14,0.0
net.1,55,15,0.0
net.1,55,16,0.0
net.1,55,17,0.0
net.1,55,18,0.0
net.1,55,19,0.0
net.1,55,20,0.0
net.1,56,0,0.0
net.1,56,1,0.0
net.1,56,2,0.0
net.1,56,3,0.0
net.1,56,4,0.0
net.1,56,5,0.0
net.1,56,6,1.7936345884095317e-06
net.1,56,7,0.0008768576662987471
net.1,56,8,0.0005546087559196167
net.1,56,9,0.00029983280546730384
net.1,56,10,0.00047567151341354474
net.1,56,11,0.00011147427721880376
net.1,56,12,0.00013035154461249476
net.1,56,13,0.00026335458733228734
net.1,56,14,0.0
net.1,56,15,0.0
net.1,56,16,0.0
net.1,56,17,0.0
net.1,56,18,0.0
net.1,56,19,0.0
net.1,56,20,0.0
net.1,57,0,0.0
net.1,57,1,0.0
net.1,57,2,0.0
net.1,57,3,0.0
net.1,57,4,0.0
net.1,57,5,0.0
net.1,57,6,0.0
net.1,57,7,0.0
net.1,57,8,0.0006486599304480478
net.1,57,9,0.002468540275003761
net.1,57,10,0.0
net.1,57,11,0.0
net.1,57,12,0.0
net.1,57,13,0.0
net.1,57,14,0.0
net.1,57,15,0.0
net.1,57,16,0.0
net.1,57,17,0.0
net.1,57,18,0.0
net.1,57,19,0.0
net.1,57,20,0.0
net.1,58,0,0.0
net.1,58,1,0.0
net.1,58,2,7.833566030512884e-06
net.1,58,3,1.1748036513381521e-05
net.1,58,4,1.7853279871360428e-05
net.1,58,5,3.563474865586613e-05
net.1,58,6,2.8331467092357343e-05
net.1,58,7,0.00011599962772379513
net.1,58,8,0.00021648464826284908
net.1,58,9,0.00025958877813536674
net.1,58,10,0.00025898745661834255
net.1,58,11,0.0001533770487185393
net.1,58,12,5.295375012792647e-05
net.1,58,13,7.825241391401505e-05
net.1,58,14,4.368429608803126e-05
net.1,58,15,4.799039766112401e-05
net.1,58,16,2.7704493732017e-05
net.1,58,17,7.80377004048205e-05
net.1,58,18,4.347500976109586e-06
net.1,58,19,0.0
net.1,58,20,0.0
net.1,59,0,3.6673653198704415e-06
net.1,59,1,0.00010185985593125224
net.1,59,2,5.0390322826388e-05
net.1,59,3,1.1874304590264728e-05
net.1,59,4,8.147478297360067e-06
net.1,59,5,6.802723248711118e-06
net.1,59,6,2.2908121081854915e-05
net.1,59,7,4.4539448481373256e-05
net.1,59,8,0.00016358898574253544
net.1,59,9,0.00010989549855366931
net.1,59,10,8.875307048583636e-05
net.1,59,11,9.76490196649138e-05
net.1,59,12,0.0001100380795833189
net.1,59,13,3.2372244731959654e-05
net.1,59,14,6.944009965081932e-05
net.1,59,15,3.288339030405041e-05
net.1,59,16,0.0
net.1,59,17,0.0
net.1,59,18,0.0
net.1,59,19,0.0
net.1,59,20,0.0
net.1,60,0,0.0
net.1,60,1,0.0
net.1,60,2,0.0
net.1,60,3,0.0
net.1,60,4,0.0
net.1,60,5,0.0
net.1,60,6,0.0
net.1,60,7,0.00020904925440845545
net.1,60,8,0.00011029869665435399
net.1,60,9,1.870521305136208e-05
net.1,60,10,0.0
net.1,60,11,0.0
net.1,60,12,0.0
net.1,60,13,0.0
net.1,60,14,0.0
net.1,60,15,0.0
net.1,60,16,0.0
net.1,60,17,0.0
net.1,60,18,0.0
net.1,60,19,0.0
net.1,60,20,0.0
net.1,61,0,0.0
net.1,61,1,6.361266696330858e-05
net.1,61,2,0.00041214677639800357
net.1,61,3,0.00020929181118845008
net.1,61,4,0.00016288656297547277
net.1,61,5,2.4053072593233082e-05
net.1,61,6,1.0102970577463566e-05
net.1,61,7,1.9613293829934264e-05
net.1,61,8,1.0557450139003777e-05
net.1,61,9,6.941721835573844e-06
net.1,61,10,1.3089640845009853e-05
net.1,61,11,5.939412039879244e-05
net.1,61,12,0.000197001761989668
net.1,61,13,0.0003484348526399117
net.1,61,14,0.0007687649776926264
net.1,61,15,0.0003365309203218203
net.1,61,16,0.0
net.1,61,17,0.0
net.1,61,18,0.0
net.1,61,19,0.0
net.1,61,20,0.0
net.1,62,0,0.0
net.1,62,1,0.0
net.1,62,2,0.0
net.1,62,3,0.0
net.1,62,4,0.0
net.1,62,5,6.77777461532969e-05
net.1,62,6,0.00147325532452669
net.1,62,7,0.0008257915760623291
net.1,62,8,0.0009416502507519908
net.1,62,9,0.0009684092074166983
net.1,62,10,0.00023696787320659496
net.1,62,11,0.0002368992618357879
net.1,62,12,0.0003700517409015447
net.1,62,13,0.0
net.1,62,14,0.0
net.1,62,15,0.0
net.1,62,16,0.0
net.1,62,17,0.0
net.1,62,18,0.0
net.1,62,19,0.0
net.1,62,20,0.0
net.1,63,0,0.0
net.1,63,1,0.0
net.1,63,2,0.0
net.1,63,3,9.239026041996112e-07
net.1,63,4,0.0003266311732659233
net.1,63,5,0.00014634832223237026
net.1,63,6,0.00014474426279775798
net.1,63,7,0.00041191895797965117
net.1,63,8,0.000653648326988332
net.1,63,9,0.00037078560853842646
net.1,63,10,0.0009037770942086354
net.1,63,11,0.000543056259630248
net.1,63,12,0.0
net.1,63,13,0.0
net.1,63,14,0.0
net.1,63,15,0.0
net.1,63,16,0.0
net.1,63,17,0.0
net.1,63,18,0.0
net.1,63,19,0.0
net.1,63,20,0.0
net.3,0,0,0.0
net.3,0,1,0.0
net.3,0,2,0.0
net.3,0,3,0.0
net.3,0,4,0.0
net.3,0,5,0.0
net.3,0,6,0.0
net.3,0,7,0.0
net.3,0,8,0.0
net.3,0,9,0.0001172226047856384
net.3,0,10,0.000148821716720704
net.3,0,11,0.0001868289546109736
net.3,0,12,0.00019475119734124746
net.3,0,13,2.5219878807547502e-05
net.3,0,14,0.0
net.3,0,15,0.0
net.3,0,16,0.0
net.3,0,17,0.0
net.3,0,18,0.0
net.3,0,19,0.0
net.3,0,20,0.0
net.3,1,0,0.0
net.3,1,1,0.0
net.3,1,2,0.0
net.3,1,3,0.0
net.3,1,4,0.0
net.3,1,5,0.0
net.3,1,6,0.0
net.3,1,7,0.000513104307174217
net.3,1,8,0.001338251488050446
net.3,1,9,0.0004698808988905512
net.3,1,10,0.00019021919251827057
net.3,1,11,0.0
net.3,1,12,0.0
net.3,1,13,0.0
net.3,1,14,0.0
net.3,1,15,0.0
net.3,1,16,0.0
net.3,1,17,0.0
net.3,1,18,0.0
net.3,1,19,0.0
net.3,1,20,0.0
net.3,2,0,0.0
net.3,2,1,0.0
net.3,2,2,0.0
net.3,2,3,0.0
net.3,2,4,0.0
net.3,2,5,0.0
net.3,2,6,0.0
net.3,2,7,8.100531374566344e-07
net.3,2,8,1.4719882301506004e-05
net.3,2,9,0.00010950762680295156
net.3,2,10,0.00023734009664622135
net.3,2,11,0.00032331837792298757
net.3,2,12,0.00017746136654750444
net.3,2,13,0.00010012539132731035
net.3,2,14,0.0
net.3,2,15,0.0
net.3,2,16,0.0
net.3,2,17,0.0
net.3,2,18,0.0
net.3,2,19,0.0
net.3,2,20,0.0
net.3,3,0,0.0
net.3,3,1,0.0
net.3,3,2,0.0
net.3,3,3,0.0
net.3,3,4,0.0
net.3,3,5,0.0
net.3,3,6,0.0
net.3,3,7,0.0
net.3,3,8,5.183508437767159e-05
net.3,3,9,0.00020138018953730352
net.3,3,10,8.147474818542833e-05
net.3,3,11,2.689909479158814e-05
net.3,3,12,0.0
net.3,3,13,0.0
net.3,3,14,0.0
net.3,3,15,0.0
net.3,3,16,0.0
net.3,3,17,0.0
net.3,3,18,0.0
net.3,3,19,0.0
net.3,3,20,0.0
net.3,4,0,0.0
net.3,4,1,0.0
net.3,4,2,0.0
net.3,4,3,0.0
net.3,4,4,0.0
net.3,4,5,0.0
net.3,4,6,0.0
net.3,4,7,0.0
net.3,4,8,2.7100108184185956e-06
net.3,4,9,0.00016333208805008326
net.3,4,10,0.0010198248637607321
net.3,4,11,8.276041353383334e-05
net.3,4,12,0.0
net.3,4,13,0.0
net.3,4,14,0.0
net.3,4,15,0.0
net.3,4,16,0.0
net.3,4,17,0.0
net.3,4,18,0.0
net.3,4,19,0.0
net.3,4,20,0.0
net.3,5,0,0.0
net.3,5,1,0.0
net.3,5,2,0.0
net.3,5,3,0.0
net.3,5,4,0.0
net.3,5,5,0.0
net.3,5,6,0.0
net.3,5,7,0.0
net.3,5,8,0.0
net.3,5,9,0.000852489705721382
net.3,5,10,0.002701847581192851
net.3,5,11,0.00010854900210688356
net.3,5,12,0.0
net.3,5,13,0.0
net.3,5,14,0.0
net.3,5,15,0.0
net.3,5,16,0.0
net.3,5,17,0.0
net.3,5,18,0.0
net.3,5,19,0.0
net.3,5,20,0.0
net.3,6,0,0.0
net.3,6,1,0.0
net.3,6,2,0.0
net.3,6,3,0.0
net.3,6,4,0.0
net.3,6,5,0.0
net.3,6,6,0.0
net.3,6,7,0.0
net.3,6,8,6.665063119726256e-05
net.3,6,9,0.0007207622911664657
net.3,6,10,0.00028601566737052053
net.3,6,11,0.0007525329128839076
net.3,6,12,0.000779262074502185
net.3,6,13,0.0018590100517030805
net.3,6,14,0.0013607605505967513
net.3,6,15,0.0
net.3,6,16,0.0
net.3,6,17,0.0
net.3,6,18,0.0
net.3,6,19,0.0
net.3,6,20,0.0
net.3,7,0,0.0
net.3,7,1,0.0
net.3,7,2,0.0
net.3,7,3,0.0
net.3,7,4,0.0
net.3,7,5,0.0
net.3,7,6,0.0
net.3,7,7,0.0
net.3,7,8,0.0
net.3,7,9,1.1353153119841863e-06
net.3,7,10,0.0009360652038594708
net.3,7,11,0.0008990331552922726
net.3,7,12,0.0012444941967260092
net.3,7,13,0.0002145803955500014
net.3,7,14,0.00043490168354765046
net.3,7,15,0.00013198036958783632
net.3,7,16,0.0
net.3,7,17,0.0
net.3,7,18,0.0
net.3,7,19,0.0
net.3,7,20,0.0
net.3,8,0,0.0
net.3,8,1,0.0
net.3,8,2,0.0
net.3,8,3,0.0
net.3,8,4,0.0
net.3,8,5,0.0
net.3,8,6,0.0009719750669319183
net.3,8,7,0.0011478372034616768
net.3,8,8,0.0008913271449273452
net.3,8,9,0.0008156752155628055
net.3,8,10,0.00021538672081078403
net.3,8,11,0.00030427977617364377
net.3,8,12,0.00033726686888257973
net.3,8,13,0.0
net.3,8,14,0.0
net.3,8,15,0.0
net.3,8,16,0.0
net.3,8,17,0.0
net.3,8,18,0.0
net.3,8,19,0.0
net.3,8,20,0.0
net.3,9,0,0.0
net.3,9,1,0.0
net.3,9,2,0.0
net.3,9,3,0.0
net.3,9,4,0.0
net.3,9,5,0.0
net.3,9,6,0.0
net.3,9,7,0.0
net.3,9,8,0.0008481190598104149
net.3,9,9,0.00217411300400272
net.3,9,10,0.0003757948325073812
net.3,9,11,3.3085283348555095e-06
net.3,9,12,0.0
net.3,9,13,0.0
net.3,9,14,0.0
net.3,9,15,0.0
net.3,9,16,0.0
net.3,9,17,0.0
net.3,9,18,0.0
net.3,9,19,0.0
net.3,9,20,0.0
net.3,10,0,0.0
net.3,10,1,0.0
net.3,10,2,0.0
net.3,10,3,0.0
net.3,10,4,0.0
net.3,10,5,0.0
net.3,10,6,0.0
net.3,10,7,0.00043956998706562445
net.3,10,8,0.0026885418337769806
net.3,10,9,0.001169854003819637
net.3,10,10,0.0008431847381871194
net.3,10,11,0.00013920796118327416
net.3,10,12,0.0
net.3,10,13,0.0
net.3,10,14,0.0
net.3,10,15,0.0
net.3,10,16,0.0
net.3,10,17,0.0
net.3,10,18,0.0
net.3,10,19,0.0
net.3,10,20,0.0
net.3,11,0,0.0
net.3,11,1,0.0
net.3,11,2,0.0
net.3,11,3,0.0
net.3,11,4,0.0
net.3,11,5,0.0
net.3,11,6,0.0
net.3,11,7,5.4565214668400586e-05
net.3,11,8,0.000488990408484824
net.3,11,9,0.00010537103935348568
net.3,11,10,1.976504233880405e-05
net.3,11,11,0.0
net.3,11,12,0.0
net.3,11,13,0.0
net.3,11,14,0.0
net.3,11,15,0.0
net.3,11,16,0.0
net.3,11,17,0.0
net.3,11,18,0.0
net.3,11,19,0.0
net.3,11,20,0.0
net.3,12,0,0.0
net.3,12,1,0.0
net.3,12,2,0.0
net.3,12,3,0.0
net.3,12,4,0.0
net.3,12,5,0.0
net.3,12,6,0.0
net.3,12,7,0.0
net.3,12,8,0.0
net.3,12,9,0.0
net.3,12,10,7.203386076071183e-06
net.3,12,11,0.00011508394527481869
net.3,12,12,2.7229512284066004e-05
net.3,12,13,0.0
net.3,12,14,0.0
net.3,12,15,0.0
net.3,12,16,0.0
net.3,12,17,0.0
net.3,12,18,0.0
net.3,12,19,0.0
net.3,12,20,0.0
net.3,13,0,0.0
net.3,13,1,0.0
net.3,13,2,0.0
net.3,13,3,0.0
net.3,13,4,0.0
net.3,13,5,0.0
net.3,13,6,0.0
net.3,13,7,0.0
net.3,13,8,0.001623336982447654
net.3,13,9,0.0013523256056942046
net.3,13,10,0.0008119878257275559
net.3,13,11,0.00042748808937176364
net.3,13,12,0.0004475724053918384
net.3,13,13,0.0004964290346833877
net.3,13,14,0.0
net.3,13,15,0.0
net.3,13,16,0.0
net.3,13,17,0.0
net.3,13,18,0.0
net.3,13,19,0.0
net.3,13,20,0.0
net.3,14,0,0.0
net.3,14,1,0.0
net.3,14,2,0.0
net.3,14,3,0.0
net.3,14,4,0.0
net.3,14,5,0.0
net.3,14,6,0.0
net.3,14,7,0.0
net.3,14,8,0.0
net.3,14,9,0.0003154022351736785
net.3,14,10,0.0005778539107268443
net.3,14,11,0.0013502019573934376
net.3,14,12,0.0009198778279824182
net.3,14,13,2.0966748479622765e-05
net.3,14,14,0.0
net.3,14,15,0.0
net.3,14,16,0.0
net.3,14,17,0.0
net.3,14,18,0.0
net.3,14,19,0.0
net.3,14,20,0.0
net.3,15,0,0.0
net.3,15,1,0.0
net.3,15,2,0.0
net.3,15,3,0.0
net.3,15,4,0.0
net.3,15,5,0.0
net.3,15,6,0.0002490034039510647
net.3,15,7,0.00041510524351906497
net.3,15,8,0.00025458780419285176
net.3,15,9,0.00026697246721596457
net.3,15,10,0.0003887862067131209
net.3,15,11,0.0007923223820398562
net.3,15,12,0.0006351274205371737
net.3,15,13,0.0006344831854221411
net.3,15,14,0.0009707100252853706
net.3,15,15,0.000564276117074769
net.3,15,16,0.0
net.3,15,17,0.0
net.3,15,18,0.0
net.3,15,19,0.0
net.3,15,20,0.0
net.3,16,0,0.0
net.3,16,1,0.0
net.3,16,2,0.0
net.3,16,3,0.0
net.3,16,4,0.0
net.3,16,5,0.0
net.3,16,6,0.0
net.3,16,7,0.0
net.3,16,8,0.0001925865831253759
net.3,16,9,0.00010903966676778509
net.3,16,10,0.0006359408507705666
net.3,16,11,0.000996827075141482
net.3,16,12,0.0005112755534355529
net.3,16,13,0.0
net.3,16,14,0.0
net.3,16,15,0.0
net.3,16,16,0.0
net.3,16,17,0.0
net.3,16,18,0.0
net.3,16,19,0.0
net.3,16,20,0.0
net.3,17,0,0.0
net.3,17,1,0.0
net.3,17,2,0.0
net.3,17,3,0.0
net.3,17,4,0.0
net.3,17,5,0.0
net.3,17,6,0.00015586939662171062
net.3,17,7,0.0001967638836504193
net.3,17,8,0.00011620395525824279
net.3,17,9,0.0001739336425998772
net.3,17,10,0.00041557235090294853
net.3,17,11,0.0004846304982493166
net.3,17,12,0.000753782078390941
net.3,17,13,0.0006451842782553285
net.3,17,14,0.0
net.3,17,15,0.0
net.3,17,16,0.0
net.3,17,17,0.0
net.3,17,18,0.0
net.3,17,19,0.0
net.3,17,20,0.0
net.3,18,0,0.0
net.3,18,1,0.0
net.3,18,2,0.0
net.3,18,3,0.0
net.3,18,4,0.0
net.3,18,5,0.0
net.3,18,6,0.0
net.3,18,7,0.0
net.3,18,8,0.0
net.3,18,9,0.0008000263624126092
net.3,18,10,0.0034470223472453654
net.3,18,11,0.0008635341037006583
net.3,18,12,0.00012001729737676214
net.3,18,13,0.0
net.3,18,14,0.0
net.3,18,15,0.0
net.3,18,16,0.0
net.3,18,17,0.0
net.3,18,18,0.0
net.3,18,19,0.0
net.3,18,20,0.0
net.3,19,0,0.0
net.3,19,1,0.0
net.3,19,2,0.0
net.3,19,3,0.0
net.3,19,4,0.0
net.3,19,5,0.0
net.3,19,6,0.0
net.3,19,7,0.0
net.3,19,8,0.0
net.3,19,9,0.00022185794841789175
net.3,19,10,0.0004891622811555862
net.3,19,11,0.0007063093071337789
net.3,19,12,0.0011075721413362771
net.3,19,13,0.0008033794874791056
net.3,19,14,0.0
net.3,19,15,0.0
net.3,19,16,0.0
net.3,19,17,0.0
net.3,19,18,0.0
net.3,19,19,0.0
net.3,19,20,0.0
net.3,20,0,0.0
net.3,20,1,0.0
net.3,20,2,0.0
net.3,20,3,0.0
net.3,20,4,5.06445864800753e-07
net.3,20,5,0.00019125720973534044
net.3,20,6,0.00019484036329231458
net.3,20,7,0.00016310213459291845
net.3,20,8,0.0002611049912957242
net.3,20,9,0.0004828019955311902
net.3,20,10,0.00037034288834547624
net.3,20,11,0.00027826506629935466
net.3,20,12,0.00041509142465656623
net.3,20,13,0.0005413684193626978
net.3,20,14,9.936181228908936e-07
net.3,20,15,0.0
net.3,20,16,0.0
net.3,20,17,0.0
net.3,20,18,0.0
net.3,20,19,0.0
net.3,20,20,0.0
net.3,21,0,0.0
net.3,21,1,0.0
net.3,21,2,0.0
net.3,21,3,0.0
net.3,21,4,0.0
net.3,21,5,0.0
net.3,21,6,0.0
net.3,21,7,0.0
net.3,21,8,8.189561299332127e-06
net.3,21,9,4.137803762205294e-05
net.3,21,10,0.0001240023866557749
net.3,21,11,4.117948151360906e-05
net.3,21,12,6.512426921290171e-06
net.3,21,13,0.0
net.3,21,14,0.0
net.3,21,15,0.0
net.3,21,16,0.0
net.3,21,17,0.0
net.3,21,18,0.0
net.3,21,19,0.0
net.3,21,20,0.0
net.3,22,0,0.0
net.3,22,1,0.0
net.3,22,2,0.0
net.3,22,3,0.0
net.3,22,4,0.0
net.3,22,5,0.0
net.3,22,6,0.0
net.3,22,7,0.00042940540879499167
net.3,22,8,0.0003628721424320247
net.3,22,9,0.00044887065359944245
net.3,22,10,0.0008737250172998756
net.3,22,11,0.0011000923259416595
net.3,22,12,0.0011283965286565945
net.3,22,13,4.486026853101066e-06
net.3,22,14,0.0
net.3,22,15,0.0
net.3,22,16,0.0
net.3,22,17,0.0
net.3,22,18,0.0
net.3,22,19,0.0
net.3,22,20,0.0
net.3,23,0,0.0
net.3,23,1,0.0
net.3,23,2,0.0
net.3,23,3,0.0
net.3,23,4,0.0
net.3,23,5,0.0
net.3,23,6,0.0
net.3,23,7,0.0
net.3,23,8,0.0
net.3,23,9,0.0
net.3,23,10,0.0003749695206352044
net.3,23,11,0.0016713845252525061
net.3,23,12,0.0003076963475905359
net.3,23,13,0.0
net.3,23,14,0.0
net.3,23,15,0.0
net.3,23,16,0.0
net.3,23,17,0.0
net.3,23,18,0.0
net.3,23,19,0.0
net.3,23,20,0.0
net.3,24,0,0.0
net.3,24,1,0.0
net.3,24,2,0.0
net.3,24,3,0.0
net.3,24,4,0.0
net.3,24,5,0.0
net.3,24,6,0.0
net.3,24,7,0.0
net.3,24,8,0.00013951030814496335
net.3,24,9,0.0007775038102408871
net.3,24,10,0.0003085055154770089
net.3,24,11,0.00014249431114876643
net.3,24,12,0.0
net.3,24,13,0.0
