module,unit,tv,l2
kan,0,0.648709,1.001132
kan,1,0.611840,1.001728
kan,2,0.696909,1.001263
kan,3,0.788439,1.002776
kan,4,0.932979,1.001839
kan,5,0.855344,1.002228
kan,6,0.726995,1.001619
kan,7,0.479463,1.000675
kan,8,0.650974,1.003681
kan,9,0.720500,1.001771
