unit,support_width,locality_index,left_boundary,right_boundary,module,model
22,612,0.9758545841363159,14,625,baseline_net_5,Baseline
23,800,0.9999999999999982,0,799,baseline_net_5,Baseline
24,518,0.9651021932901686,282,799,baseline_net_5,Baseline
25,81,0.959034775838694,719,799,baseline_net_5,Baseline
26,0,0.0,-1,-1,baseline_net_5,Baseline
27,0,0.0,-1,-1,baseline_net_5,Baseline
28,0,0.0,-1,-1,baseline_net_5,Baseline
29,0,0.0,-1,-1,baseline_net_5,Baseline
30,507,0.9649980764891247,250,756,baseline_net_5,Baseline
31,0,0.0,-1,-1,baseline_net_5,Baseline
0,683,0.9666363840577104,117,799,baseline_net_3,Baseline
1,0,0.0,-1,-1,baseline_net_3,Baseline
2,756,0.9905096538817336,0,755,baseline_net_3,Baseline
3,0,0.0,-1,-1,baseline_net_3,Baseline
4,0,0.0,-1,-1,baseline_net_3,Baseline
5,0,0.0,-1,-1,baseline_net_3,Baseline
6,532,0.9900635737724839,0,531,baseline_net_3,Baseline
7,500,0.9731788316416998,252,751,baseline_net_3,Baseline
8,424,0.9604522477653712,376,799,baseline_net_3,Baseline
9,715,0.7626844072143767,85,799,baseline_net_3,Baseline
10,166,0.9584809889441191,634,799,baseline_net_3,Baseline
11,800,0.908934657454536,0,799,baseline_net_3,Baseline
12,618,0.9816503828976777,46,663,baseline_net_3,Baseline
13,0,0.0,-1,-1,baseline_net_3,Baseline
14,770,0.9932524634277851,0,769,baseline_net_3,Baseline
15,365,0.9710103579811479,45,409,baseline_net_3,Baseline
16,540,0.7377792996531507,0,539,baseline_net_3,Baseline
17,629,0.9856964100588707,0,628,baseline_net_3,Baseline
18,800,0.9999999999999984,0,799,baseline_net_3,Baseline
19,0,0.0,-1,-1,baseline_net_3,Baseline
20,0,0.0,-1,-1,baseline_net_3,Baseline
21,800,0.9414775982378305,0,799,baseline_net_3,Baseline
22,473,0.9725959099899528,0,472,baseline_net_3,Baseline
23,0,0.0,-1,-1,baseline_net_3,Baseline
24,480,0.9751153185158233,320,799,baseline_net_3,Baseline
25,487,0.9804728457242345,313,799,baseline_net_3,Baseline
26,321,0.9334184312283725,479,799,baseline_net_3,Baseline
27,623,0.988841495663687,177,799,baseline_net_3,Baseline
28,502,0.9788558914846243,0,501,baseline_net_3,Baseline
29,521,0.9902905080858743,279,799,baseline_net_3,Baseline
30,364,0.9706406418764002,0,363,baseline_net_3,Baseline
31,800,0.7160325348309599,0,799,baseline_net_3,Baseline
32,328,0.9884333151441334,472,799,baseline_net_3,Baseline
33,774,0.9930031145538692,0,773,baseline_net_3,Baseline
34,213,0.9216359171804581,0,212,baseline_net_3,Baseline
35,0,0.0,-1,-1,baseline_net_3,Baseline
36,331,0.9491395252425925,0,330,baseline_net_3,Baseline
37,709,0.9801807910688091,56,764,baseline_net_3,Baseline
38,373,0.9558937860696037,427,799,baseline_net_3,Baseline
39,0,0.0,-1,-1,baseline_net_3,Baseline
40,428,0.955383983735072,0,427,baseline_net_3,Baseline
41,540,0.9581054905785181,215,754,baseline_net_3,Baseline
42,800,0.8713669912944257,0,799,baseline_net_3,Baseline
43,0,0.0,-1,-1,baseline_net_3,Baseline
44,0,0.0,-1,-1,baseline_net_3,Baseline
45,341,0.9002774529232057,459,799,baseline_net_3,Baseline
46,459,0.9859689496287627,0,458,baseline_net_3,Baseline
47,538,0.9857507703650157,0,537,baseline_net_3,Baseline
48,800,0.9747042832875814,0,799,baseline_net_3,Baseline
49,0,0.0,-1,-1,baseline_net_3,Baseline
50,557,0.9711996142170227,243,799,baseline_net_3,Baseline
51,764,0.9934040509194362,36,799,baseline_net_3,Baseline
52,800,0.9999999999999984,0,799,baseline_net_3,Baseline
53,509,0.9757487087753777,40,548,baseline_net_3,Baseline
54,800,0.9999999999999947,0,799,baseline_net_3,Baseline
55,688,0.9772294305531524,42,729,baseline_net_3,Baseline
56,507,0.9771767067818012,293,799,baseline_net_3,Baseline
57,506,0.9877485778798405,294,799,baseline_net_3,Baseline
58,0,0.0,-1,-1,baseline_net_3,Baseline
59,800,0.9999999999999986,0,799,baseline_net_3,Baseline
60,432,0.9657091420960403,368,799,baseline_net_3,Baseline
61,710,0.9538228879752995,0,709,baseline_net_3,Baseline
62,0,0.0,-1,-1,baseline_net_3,Baseline
63,524,0.9771024013611004,32,555,baseline_net_3,Baseline
0,374,0.9602801080715186,426,799,baseline_net_1,Baseline
1,291,0.9600690158475501,509,799,baseline_net_1,Baseline
2,775,0.9900320720099297,0,774,baseline_net_1,Baseline
3,252,0.9601162399479946,548,799,baseline_net_1,Baseline
4,126,0.9609870914525691,0,125,baseline_net_1,Baseline
5,0,0.0,-1,-1,baseline_net_1,Baseline
6,529,0.9600982920309707,0,528,baseline_net_1,Baseline
7,393,0.9603698882351525,407,799,baseline_net_1,Baseline
8,447,0.9600048775357163,353,799,baseline_net_1,Baseline
9,195,0.9608485508520163,0,194,baseline_net_1,Baseline
10,199,0.9604987930866129,601,799,baseline_net_1,Baseline
11,0,0.0,-1,-1,baseline_net_1,Baseline
12,226,0.9608310566519767,574,799,baseline_net_1,Baseline
13,586,0.9602875049480802,214,799,baseline_net_1,Baseline
14,407,0.9604429693632085,393,799,baseline_net_1,Baseline
15,800,0.9999999999999986,0,799,baseline_net_1,Baseline
16,236,0.9595115333571649,564,799,baseline_net_1,Baseline
17,0,0.0,-1,-1,baseline_net_1,Baseline
18,454,0.9601184532028829,0,453,baseline_net_1,Baseline
19,164,0.9611409283272346,636,799,baseline_net_1,Baseline
20,452,0.959747643332512,0,451,baseline_net_1,Baseline
21,130,0.9605975900780012,0,129,baseline_net_1,Baseline
22,465,0.9600296657808335,0,464,baseline_net_1,Baseline
23,199,0.9606380832104601,601,799,baseline_net_1,Baseline
24,242,0.959683485349457,0,241,baseline_net_1,Baseline
25,402,0.9601094807672952,0,401,baseline_net_1,Baseline
26,405,0.9601627595504337,0,404,baseline_net_1,Baseline
27,280,0.9599850610898308,0,279,baseline_net_1,Baseline
28,800,0.9999999999999981,0,799,baseline_net_1,Baseline
29,399,0.9600605198743232,0,398,baseline_net_1,Baseline
30,230,0.9595427118415263,570,799,baseline_net_1,Baseline
31,263,0.9602702135415694,0,262,baseline_net_1,Baseline
32,453,0.9603301417847928,347,799,baseline_net_1,Baseline
33,152,0.959983010658714,648,799,baseline_net_1,Baseline
34,221,0.9597476000678236,0,220,baseline_net_1,Baseline
35,159,0.9601085214404268,641,799,baseline_net_1,Baseline
36,0,0.0,-1,-1,baseline_net_1,Baseline
37,362,0.9600275840222005,438,799,baseline_net_1,Baseline
38,234,0.960520355324835,566,799,baseline_net_1,Baseline
39,125,0.9595195207051094,0,124,baseline_net_1,Baseline
40,347,0.9603177010015916,453,799,baseline_net_1,Baseline
41,123,0.959803238894736,0,122,baseline_net_1,Baseline
42,137,0.9595833788263793,663,799,baseline_net_1,Baseline
43,259,0.9597111571412943,541,799,baseline_net_1,Baseline
44,154,0.9611749841697799,646,799,baseline_net_1,Baseline
45,158,0.9606372987997316,0,157,baseline_net_1,Baseline
46,515,0.9597777508308384,285,799,baseline_net_1,Baseline
47,452,0.9597196341496176,348,799,baseline_net_1,Baseline
48,381,0.9597014621270397,419,799,baseline_net_1,Baseline
49,160,0.9600257892550007,0,159,baseline_net_1,Baseline
50,251,0.9599498004551701,0,250,baseline_net_1,Baseline
51,199,0.9607104511960455,0,198,baseline_net_1,Baseline
52,344,0.9602480480961477,0,343,baseline_net_1,Baseline
53,205,0.9598610275376996,595,799,baseline_net_1,Baseline
54,155,0.9598692785856245,645,799,baseline_net_1,Baseline
55,169,0.9607522094649819,631,799,baseline_net_1,Baseline
56,340,0.9604207561299792,460,799,baseline_net_1,Baseline
57,0,0.0,-1,-1,baseline_net_1,Baseline
58,309,0.9604245555266269,491,799,baseline_net_1,Baseline
59,212,0.9603422608214798,0,211,baseline_net_1,Baseline
60,0,0.0,-1,-1,baseline_net_1,Baseline
61,221,0.9600657210218813,0,220,baseline_net_1,Baseline
62,180,0.9609321915361307,620,799,baseline_net_1,Baseline
63,99,0.961582471681715,0,98,baseline_net_1,Baseline
